   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
            0.024428,             0.99415,             0.05402,            0.045529,            0.016913,           0.0093403,            0.085434,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,                   0,                   0,             0.09994,                   0,                   0,                   0,               0.001,             0.05477,                   0,            0.089825,            0.047772,            0.058465,                   3
             0.02587,             0.99431,            0.061973,            0.051124,            0.017392,            0.010788,            0.085241,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.49628,            0.099766,            0.084051,           0.0052892,                   0,                   0,                   0,                   0,            0.083324,                   0,             0.16255,           0.0047564,                   3
            0.024795,             0.99256,            0.059489,            0.048224,            0.017227,            0.010715,            0.085256,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.076809,             0.44606,             0.15834,             0.10833,            0.044386,            0.033119,                   0,               0.001,                   0,            0.083324,                   0,             0.15377,           0.0063803,                   3
            0.024244,             0.99544,            0.062734,             0.05164,            0.018404,            0.011005,             0.08519,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.34926,                   0,            0.082929,            0.010749,                   0,            0.088497,                   0,                   0,            0.083324,                   0,             0.21221,            0.035653,                   3
            0.024428,             0.99488,            0.058623,            0.048757,             0.01612,           0.0099055,            0.085096,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.43315,                   0,             0.10833,            0.044386,                   0,                   0,                   0,            0.017619,            0.019673,            0.035286,            0.087457,                   0,                   3
            0.025664,             0.99074,            0.065604,             0.05349,            0.018056,            0.010103,            0.085034,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.43315,                   0,             0.10833,            0.044386,                   0,                   0,                   0,                   0,            0.083324,                   0,             0.18263,           0.0047564,                   3
             0.02465,             0.99219,            0.065337,            0.054176,            0.016913,           0.0092049,            0.085006,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.36194,                   0,             0.10833,            0.044386,                   0,            0.084382,                   0,                   0,            0.083324,                   0,            0.087457,                   0,                   3
            0.025332,             0.98632,            0.058672,            0.048302,            0.019457,            0.011548,            0.085533,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,             0.06881,             0.40637,                   0,            0.052946,                   0,                   0,                   0,                   0,                   0,            0.014478,                   0,             0.15377,            0.087693,                   3
            0.024072,             0.99288,            0.050987,            0.042231,            0.017866,           0.0092316,            0.085406,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.028143,            0.036605,                   0,             0.17976,                   0,            0.010474,             0.13328,               0.001,                   0,            0.014478,            0.097988,             0.15377,           0.0047564,                   3
            0.024574,              0.9937,             0.05803,            0.047453,            0.017515,           0.0094465,            0.085157,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.27047,             0.30162,             0.33036,             0.10556,                   0,                   0,               0.001,                   0,            0.015471,                   0,            0.087457,                   0,                   3
             0.02142,             0.99528,            0.059093,            0.046075,             0.01878,           0.0098737,            0.085274,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.43315,            0.046884,            0.024013,            0.044386,                   0,                   0,               0.001,           0.0075644,            0.083324,            0.063024,             0.23346,            0.029605,                   3
            0.024347,             0.99718,            0.050153,            0.042175,            0.016681,           0.0091947,            0.085425,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.42612,                   0,             0.15412,                   0,            0.079186,                   0,                   0,            0.017619,            0.074071,             0.14067,            0.046413,            0.099964,                   3
            0.025175,             0.99475,            0.060553,            0.049479,            0.017304,            0.010606,            0.085232,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.43315,            0.010474,            0.083439,            0.044386,                   0,            0.070505,                   0,                   0,            0.067835,                   0,             0.15377,            0.029605,                   3
            0.023341,              0.9964,            0.060954,            0.049517,            0.017107,           0.0097872,            0.085129,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,              0.3434,                   0,             0.15271,            0.044386,                   0,                   0,                   0,            0.017619,           0.0084077,            0.035286,            0.047772,                   0,                   3
            0.024896,             0.99013,            0.057406,            0.046626,            0.017118,           0.0094331,            0.085251,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.058245,             0.55496,                   0,            0.083922,              0.1101,                   0,                   0,               0.001,                   0,            0.083324,                   0,             0.15377,            0.029605,                   3
            0.025687,             0.99323,            0.059481,            0.049367,            0.017758,            0.010545,            0.085152,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.29893,             0.15834,            0.019823,                   0,                   0,            0.059442,                   0,                   0,            0.083324,                   0,             0.15883,           0.0047564,                   3
            0.025664,             0.99074,            0.065604,             0.05349,            0.018056,            0.010103,            0.085034,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.43315,                   0,             0.10833,            0.044386,                   0,                   0,                   0,                   0,            0.083324,                   0,             0.15377,             0.01943,                   3
            0.025193,             0.99271,            0.058133,            0.047182,            0.018182,            0.010709,            0.085359,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.44606,             0.13192,            0.028819,                   0,                   0,            0.059442,                   0,            0.027572,             0.14077,                   0,            0.087457,             0.04829,                   3
            0.024753,             0.99312,            0.062693,            0.052195,            0.016078,           0.0097186,            0.085039,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.49182,            0.078482,             0.10833,            0.044386,                   0,                   0,                   0,                   0,            0.083324,                   0,             0.18263,             0.07603,                   3
            0.024896,             0.99413,            0.063949,            0.053419,            0.017759,            0.010778,            0.085147,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.39427,             0.19809,             0.14995,                   0,                   0,                   0,                   0,                   0,            0.083324,            0.017643,             0.18399,          0.00074501,                   3
            0.024439,             0.99517,            0.062471,            0.051848,            0.016814,             0.01025,            0.085232,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.38621,                   0,              0.1301,            0.044386,            0.092484,                   0,                   0,                   0,            0.083324,                   0,             0.15452,            0.036444,                   3
            0.025012,             0.99286,            0.058969,            0.048373,            0.017174,            0.009271,             0.08487,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.47311,                   0,             0.10833,            0.038979,            0.056005,                   0,                   0,                   0,            0.083324,                   0,             0.30319,            0.035653,                   3
            0.024777,             0.99409,            0.052607,            0.043855,            0.016935,           0.0097872,            0.085331,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.48479,            0.087178,             0.10833,            0.044386,                   0,                   0,               0.001,          5.0606e-05,             0.11456,            0.083172,              0.1344,            0.058015,                   3
            0.025346,             0.99307,            0.064208,            0.051632,            0.019151,            0.011137,             0.08543,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.36194,                   0,             0.10833,                   0,                   0,                   0,                   0,                   0,            0.083324,                   0,             0.13363,                   0,                   3
            0.025276,              0.9943,            0.058059,            0.046779,            0.021692,            0.012326,            0.085472,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.078196,             0.52667,                   0,             0.10833,                   0,                   0,            0.059442,                   0,                   0,           0.0066226,                   0,             0.18263,            0.052969,                   3
            0.024485,             0.98505,            0.059187,            0.047717,             0.01822,            0.010126,            0.085209,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.36858,            0.085664,              0.1698,            0.020635,                   0,                   0,               0.001,                   0,            0.083324,                   0,            0.097578,                   0,                   3
            0.024947,             0.99338,            0.055619,            0.047396,            0.016253,           0.0098101,             0.08534,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.48757,                   0,             0.10833,            0.028621,                   0,                   0,                   0,                   0,            0.083324,                   0,             0.18263,                   0,                   3
            0.025434,             0.99365,             0.05925,            0.049455,            0.017243,           0.0098534,            0.085133,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.43315,                   0,             0.10833,            0.044386,                   0,                   0,                   0,                   0,            0.071506,                   0,             0.15377,            0.071072,                   3
            0.023814,             0.99508,            0.055426,            0.043274,            0.018283,           0.0092926,            0.085336,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.34495,                   0,             0.10833,             0.12439,                   0,                   0,                   0,                   0,            0.083324,            0.051968,             0.18263,                   0,                   3
            0.025342,             0.99374,            0.053091,            0.042894,            0.017611,            0.011101,            0.085439,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,              0.4709,                   0,             0.10833,            0.044386,                   0,                   0,                   0,             0.04622,                   0,            0.074831,             0.18263,           0.0047564,                   3
             0.02474,             0.99629,            0.056912,            0.046504,            0.016493,           0.0094592,            0.085114,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.46975,                   0,            0.082853,            0.044386,                   0,            0.098005,               0.001,                   0,            0.014478,                   0,             0.15377,           0.0047564,                   3
            0.024319,             0.99467,            0.062184,             0.05152,            0.016462,             0.01023,            0.085044,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.37586,                   0,             0.10833,            0.044386,                   0,            0.084382,                   0,                   0,            0.092107,            0.020969,            0.087457,                   0,                   3
            0.024593,             0.99626,            0.057399,            0.046745,            0.017207,            0.010483,            0.085293,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.049004,             0.36194,            0.093594,             0.18105,            0.044386,                   0,                   0,               0.001,                   0,            0.083324,            0.064829,            0.071568,            0.030145,                   3
            0.023809,             0.99779,            0.061639,            0.049734,            0.017837,             0.01004,            0.085251,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.47898,                   0,             0.10833,            0.044386,                   0,                   0,                   0,                   0,            0.063023,            0.060616,             0.15796,                   0,                   3
            0.024142,             0.99431,            0.064159,            0.052502,            0.016266,           0.0092379,            0.084903,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.43315,                   0,            0.035859,            0.044386,            0.012248,                   0,                   0,                   0,             0.18312,                   0,             0.18263,                   0,                   3
            0.024376,             0.99123,            0.055757,            0.047413,            0.016508,             0.00925,            0.085298,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.39427,             0.21985,             0.11469,                   0,            0.074173,             0.15942,               0.001,            0.093216,             0.14077,            0.032891,            0.087457,            0.083296,                   3
            0.024095,             0.99779,            0.060681,            0.046425,            0.019358,             0.01105,            0.085218,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.022343,             0.28487,                   0,             0.10833,            0.044386,                   0,              0.1658,                   0,            0.093216,             0.14077,                   0,              0.1272,              0.1504,                   3
            0.024716,             0.99095,             0.05866,            0.048758,            0.017374,           0.0092945,            0.085114,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.095542,             0.36194,            0.056656,             0.18599,            0.044386,                   0,            0.040557,               0.001,                   0,            0.083324,                   0,             0.18263,                   0,                   3
            0.024363,             0.99352,            0.054878,            0.043694,            0.017024,           0.0092843,            0.085312,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.49804,                   0,             0.10833,            0.095165,                   0,                   0,                   0,            0.087358,             0.12516,                   0,             0.13247,                   0,                   3
            0.025369,             0.99352,            0.068291,            0.057488,            0.015894,           0.0098476,            0.085001,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.50599,                   0,             0.10833,            0.044386,            0.051652,            0.066654,                   0,                   0,            0.083324,                   0,             0.15377,           0.0047564,                   3
            0.023088,             0.99134,            0.059971,            0.049193,            0.016864,           0.0096493,            0.085011,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.39427,             0.15341,             0.11469,           0.0066436,            0.074173,            0.076615,               0.001,            0.092313,            0.083324,                   0,             0.13779,                   0,                   3
            0.024844,             0.99596,            0.059206,            0.048547,            0.016376,           0.0091159,            0.085077,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.44606,             0.13192,            0.028819,            0.061822,                   0,             0.10147,                   0,                   0,            0.083324,                   0,             0.17345,           0.0012009,                   3
            0.024109,             0.99252,            0.060677,            0.050088,            0.017965,           0.0099716,            0.085119,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.36194,                   0,            0.087707,            0.044386,                   0,            0.061744,                   0,            0.027572,            0.099075,                   0,             0.18263,           0.0047564,                   3
            0.024302,             0.99375,            0.064435,            0.052858,            0.017452,            0.010417,            0.085063,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,              0.3612,                   0,             0.10833,            0.044386,                   0,                   0,                   0,                   0,            0.043655,                   0,             0.15377,           0.0047564,                   3
            0.020681,             0.99858,            0.058452,            0.047307,            0.019599,           0.0096601,            0.085383,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.019438,             0.43315,             0.13192,            0.028819,                   0,            0.079186,            0.059442,                   0,                   0,            0.083324,              0.0349,             0.15377,              0.1129,                   3
            0.024292,             0.98926,            0.062757,            0.050056,            0.019343,            0.011204,             0.08511,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.099961,             0.36521,             0.21985,             0.11469,            0.044386,                   0,             0.09072,                   0,                   0,            0.020219,            0.031619,            0.087457,                   0,                   3
             0.02481,             0.99483,            0.063608,            0.051715,            0.016972,           0.0099729,            0.084865,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.51263,            0.029529,             0.10833,            0.044386,                   0,            0.084382,                   0,                   0,            0.083324,                   0,            0.087457,                   0,                   3
            0.024609,             0.99596,            0.056366,            0.045961,             0.01621,            0.008707,            0.085204,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.51231,            0.060831,            0.029861,            0.087352,                   0,                   0,                   0,                   0,            0.083324,                   0,             0.18263,            0.059427,                   3
            0.023344,             0.99003,            0.058616,            0.048218,            0.017152,            0.010307,            0.085157,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.48602,            0.057025,             0.10833,            0.044386,                   0,                   0,               0.001,                   0,             0.17886,                   0,             0.24659,            0.037835,                   3
             0.02419,             0.99532,            0.057774,            0.049915,            0.015645,            0.008948,            0.085321,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.43315,            0.019816,             0.12038,            0.044386,             0.07841,                   0,                   0,            0.067366,            0.083324,            0.088286,            0.095236,           0.0047564,                   3
            0.024122,             0.98441,            0.055572,            0.045593,            0.016223,            0.009491,            0.085336,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.53958,              0.1156,                   0,             0.14189,             0.07841,                   0,                   0,             0.03381,            0.083324,            0.017358,            0.095236,                   0,                   3
            0.025552,             0.99409,            0.066929,            0.056497,            0.016839,            0.010868,            0.085114,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.43381,             0.13192,            0.028819,                   0,                   0,            0.059442,                   0,                   0,             0.17862,                   0,             0.18263,                   0,                   3
            0.024814,             0.99483,            0.057766,            0.048283,             0.01578,           0.0092208,            0.085251,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.51231,            0.060831,            0.063795,            0.087352,                   0,          0.00043531,                   0,                   0,             0.14182,            0.014873,            0.095236,            0.058073,                   3
            0.024397,             0.99129,            0.060816,            0.049779,            0.016533,           0.0092602,            0.085124,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,           0.0080519,             0.53456,            0.085772,            0.028819,                   0,                   0,            0.089021,               0.001,                   0,             0.10276,                   0,             0.18263,           0.0047564,                   3
            0.024922,             0.99399,            0.056392,             0.04814,             0.01724,           0.0088622,            0.085543,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.39427,              0.1969,             0.19043,                   0,            0.074173,             0.15942,               0.001,            0.067366,            0.083324,            0.076622,            0.095236,           0.0047564,                   3
             0.02536,             0.99242,            0.061867,            0.049163,            0.018475,            0.011664,            0.085303,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.40935,                   0,             0.13781,            0.044386,            0.069517,                   0,                   0,            0.016081,            0.083324,            0.022881,             0.18263,            0.059427,                   3
             0.02533,             0.99636,            0.059903,            0.049953,            0.016329,           0.0097103,            0.085124,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,             0.44606,             0.15834,            0.029207,            0.065288,                   0,                   0,                   0,            0.091319,            0.083324,            0.011444,             0.18292,            0.059427,                   3
            0.024017,             0.99251,            0.054913,            0.046102,            0.015425,            0.009044,            0.085378,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.43315,            0.092497,            0.032123,            0.044386,             0.07841,                   0,                   0,             0.14718,            0.083324,            0.088286,             0.13051,                   0,                   3
            0.025215,             0.99087,            0.062565,            0.051803,            0.016119,           0.0094579,            0.085138,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.51231,             0.10742,            0.029861,             0.10005,            0.057739,                   0,                   0,            0.017619,           0.0090029,                   0,             0.18263,            0.059427,                   3
            0.024807,             0.99389,            0.058439,            0.047407,            0.017794,           0.0092189,            0.085185,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.51231,                   0,            0.029062,             0.13424,                   0,                   0,                   0,                   0,              0.1574,           0.0075644,             0.18263,             0.12245,                   3
