   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
            0.024671,             0.99334,            0.055546,            0.044517,            0.019395,            0.011737,            0.085378,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.055711,          5.0606e-05,           0.0011965,            0.090902,                   0,            0.063733,                   0,                   0,                   0,            0.070505,                   0,            0.075861,                   0,                   3
            0.024137,             0.99533,            0.065972,             0.05561,            0.016128,            0.009304,            0.085011,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.49069,                   0,            0.086554,            0.044386,                   0,                   0,                   0,            0.080007,                   0,                   0,            0.089621,                   0,                   3
             0.02426,              0.9918,            0.056683,            0.047741,            0.016657,            0.011032,            0.085232,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.066797,            0.066316,            0.035979,                   0,                   0,            0.065713,                   0,                   0,             0.12134,             0.43965,                   0,            0.075861,                   0,                   3
            0.024424,             0.99308,            0.055511,             0.04654,            0.016161,           0.0091368,            0.085401,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.052395,           0.0015538,             0.02606,            0.041844,             0.11856,                   0,                   0,                   0,            0.036421,                   0,                   0,           0.0011147,                   0,                   3
            0.025257,             0.99421,            0.056215,            0.045096,            0.017936,            0.010358,            0.085143,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.045575,             0.32227,            0.033119,                   0,                   0,             0.05477,                   0,                   0,                   0,                   0,                   0,            0.056023,                   0,                   3
            0.024137,             0.99533,            0.065972,             0.05561,            0.016128,            0.009304,            0.085011,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.49069,                   0,            0.086554,            0.044386,                   0,                   0,                   0,            0.080007,                   0,                   0,            0.089621,            0.056548,                   3
            0.024542,             0.99385,            0.058944,            0.049185,            0.016666,           0.0090866,            0.085194,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.49069,                   0,            0.086554,            0.044386,                   0,                   0,                   0,            0.062233,                   0,            0.017643,            0.046413,            0.085408,                   3
             0.02475,             0.98414,            0.057736,            0.048585,            0.017578,            0.011456,            0.085345,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.052395,            0.060223,             0.12507,            0.041844,                   0,             0.07459,                   0,                   0,            0.017619,                   0,                   0,             0.11718,                   0,                   3
            0.025095,             0.99544,            0.052865,            0.043558,            0.018075,            0.010006,             0.08542,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,                   0,                   0,             0.11262,                   0,                   0,                   0,                   0,                   0,            0.090178,            0.017643,            0.001359,             0.02432,                   3
            0.024725,             0.99303,            0.052055,            0.042623,             0.01663,           0.0094884,            0.085416,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.012563,                   0,                   0,             0.12774,             0.09921,            0.092484,            0.013224,                   0,              0.1429,                   0,            0.031687,             0.12273,                   0,                   3
            0.024713,              0.9909,            0.060897,            0.046889,            0.017966,            0.010098,             0.08511,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.089299,           0.0015538,            0.099906,             0.07099,            0.042028,            0.010474,                   0,                   0,            0.080007,                   0,                   0,            0.089621,                   0,                   3
            0.022406,               0.991,            0.059909,            0.049293,            0.016226,            0.010044,            0.085204,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.047793,              0.4323,            0.010578,                   0,            0.077752,                   0,                   0,               0.001,             0.12134,             0.39059,            0.017643,            0.088273,            0.056548,                   3
            0.025715,             0.99385,            0.059436,              0.0493,            0.018261,            0.011531,            0.085326,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.49069,                   0,            0.086554,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.043318,                   0,                   3
            0.025187,             0.99227,            0.051125,            0.042938,            0.016549,           0.0099188,            0.085514,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,                   0,                   0,            0.036098,                   0,            0.093516,                   0,                   0,                   0,                   0,            0.077085,                   0,            0.033083,                   3
            0.025121,             0.99216,            0.056403,            0.047791,            0.016133,           0.0087986,            0.085265,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.49069,                   0,            0.086554,            0.044386,                   0,           0.0073864,                   0,            0.063092,                   0,            0.095213,            0.093372,                   0,                   3
            0.025186,             0.99379,            0.066282,            0.054266,            0.018729,            0.011992,            0.085274,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.092705,                   0,                   0,             0.12541,                   0,            0.010474,                   0,                   0,                   0,            0.090178,           0.0017994,            0.087457,                   0,                   3
            0.025563,             0.99125,            0.056935,            0.047528,            0.016358,           0.0095425,            0.085194,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.46024,                   0,             0.12864,            0.044683,                   0,                   0,                   0,            0.057252,                   0,            0.017643,            0.046413,            0.056548,                   3
            0.023537,             0.99544,            0.056694,             0.04625,            0.016409,           0.0090949,            0.085119,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.49069,                   0,            0.053442,            0.044386,            0.080007,                   0,               0.001,            0.030767,             0.40932,                   0,             0.12551,                   0,                   3
             0.02404,             0.99534,            0.062441,            0.053058,            0.015513,           0.0088692,            0.084992,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.089299,           0.0015538,            0.061822,            0.097698,            0.042028,            0.010474,                   0,                   0,             0.08099,                   0,                   0,            0.025884,                   0,                   3
            0.024386,             0.99379,            0.049131,            0.041326,            0.015735,           0.0089893,            0.085561,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,            0.011889,                   0,             0.10597,             0.13582,                   0,                   0,               0.001,             0.12134,             0.50733,             0.09837,                   0,                   0,                   3
            0.022733,             0.99365,            0.053665,            0.043267,            0.016684,             0.00947,             0.08526,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.052395,           0.0015538,                   0,            0.041844,             0.09921,                   0,                   0,               0.001,             0.14993,             0.38535,                   0,             0.16755,                   0,                   3
            0.025032,             0.99148,            0.058502,            0.049225,             0.01849,            0.010153,            0.085524,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,           0.0015538,                   0,            0.041626,                   0,                   0,                   0,                   0,            0.062233,                   0,            0.066839,            0.046413,            0.074595,                   3
            0.022051,             0.99011,            0.054971,            0.041748,            0.021643,            0.012098,            0.085124,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.089299,            0.092598,                   0,            0.018733,                   0,            0.021431,                   0,                   0,             0.10333,            0.025864,                   0,            0.069137,                   0,                   3
            0.023608,             0.99072,             0.05237,            0.043673,            0.017303,             0.01081,            0.085585,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.47745,            0.033119,                   0,                   0,             0.05477,            0.012248,                   0,                   0,            0.011016,            0.099799,                   0,            0.028331,                   3
            0.025769,             0.99024,            0.055437,            0.045843,            0.017887,            0.011087,            0.085552,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.30067,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.065451,                   0,                   0,                   0,                   3
            0.021947,             0.99246,            0.063742,             0.05365,            0.015849,           0.0099227,            0.085166,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.041276,             0.49069,            0.022343,           0.0094856,            0.044386,                   0,                   0,                   0,            0.068613,                   0,            0.017643,            0.046413,           0.0047564,                   3
            0.023867,             0.99375,            0.055997,            0.046127,            0.017032,           0.0088545,            0.085383,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,           0.0016442,            0.011889,            0.095168,             0.20151,             0.09921,            0.056656,            0.077664,               0.001,            0.032558,              0.3655,            0.090161,            0.073541,                   0,                   3
            0.023088,             0.98836,            0.058337,            0.046586,            0.021042,            0.011763,            0.085204,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.49069,                   0,           0.0062382,                   0,            0.078703,                   0,                   0,                   0,                   0,                   0,           0.0024645,            0.077383,                   3
             0.02433,             0.99483,            0.054712,            0.043302,            0.016901,           0.0099246,            0.085336,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.50102,                   0,             0.15068,             0.12109,                   0,            0.011994,                   0,            0.080007,                   0,                   0,             0.16316,                   0,                   3
            0.025351,              0.9864,            0.059928,            0.049561,            0.018814,            0.011544,            0.085383,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.39584,            0.039763,                   0,                   0,            0.010474,            0.092313,                   0,                   0,            0.045336,                   0,            0.045239,            0.028331,                   3
            0.024869,             0.99348,            0.064808,            0.053737,            0.017118,            0.010451,              0.0851,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,                   0,            0.061822,            0.072669,            0.077233,            0.057739,                   0,                   0,            0.017619,            0.019673,                   0,            0.045902,            0.028331,                   3
            0.024632,             0.99252,            0.058213,             0.04906,            0.016869,           0.0098311,            0.085227,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.052395,           0.0015538,            0.019825,            0.039133,             0.11063,                   0,                   0,               0.001,                   0,            0.054332,           0.0075644,            0.062976,                   0,                   3
            0.023783,             0.99583,            0.061598,             0.04956,            0.017425,           0.0091254,            0.085133,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.49069,                   0,            0.086554,            0.044386,            0.010474,                   0,                   0,                   0,             0.08142,                   0,            0.045902,            0.028331,                   3
            0.023957,             0.99513,             0.06008,             0.04725,             0.01725,           0.0097186,            0.085279,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.012563,            0.011889,                   0,             0.10597,            0.035206,             0.13692,                   0,                   0,            0.017619,                   0,              0.0349,            0.045902,            0.083295,                   3
            0.024346,             0.99282,            0.062516,            0.052855,            0.016782,            0.009765,             0.08502,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.099961,                   0,                   0,            0.072669,                   0,            0.016851,           0.0063387,                   0,                   0,                   0,            0.031619,             0.11718,                   0,                   3
            0.023661,             0.99111,            0.059601,            0.049115,            0.017091,           0.0093594,            0.085086,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.052395,            0.081036,            0.076114,            0.041844,            0.044386,                   0,                   0,                   0,            0.080007,                   0,                   0,            0.089621,                   0,                   3
            0.025009,             0.99111,            0.055324,            0.045891,            0.017285,           0.0090033,            0.084983,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.51988,            0.050929,            0.086554,            0.044386,                   0,                   0,                   0,            0.080007,                   0,                   0,            0.089621,                   0,                   3
            0.024556,             0.99101,            0.051041,            0.042615,            0.016835,           0.0090656,            0.085434,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.052395,            0.038843,            0.099455,             0.14358,            0.044386,                   0,                   0,                   0,             0.13512,                   0,            0.095541,            0.089621,             0.06396,                   3
            0.024634,             0.99157,            0.058144,            0.048017,            0.016364,           0.0087503,            0.084945,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.089299,                   0,                   0,            0.041626,            0.056403,            0.046229,                   0,                   0,            0.062233,                   0,                   0,            0.054382,                   0,                   3
            0.024899,             0.98847,            0.061452,            0.049789,            0.018161,           0.0098286,            0.085209,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.39584,                   0,                   0,            0.062982,             0.10954,                   0,               0.001,                   0,                   0,                   0,                   0,                   0,                   3
             0.02439,             0.99544,            0.055912,            0.045963,            0.017269,           0.0093498,            0.085288,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.041421,            0.036459,           0.0052892,            0.093722,             0.09921,                   0,                   0,               0.001,             0.12134,             0.38924,                   0,              0.1494,                   0,                   3
            0.026008,              0.9925,            0.061896,            0.051844,            0.017132,            0.010867,            0.085317,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.39584,            0.033119,            0.072669,            0.062982,                   0,                   0,                   0,                   0,                   0,                   0,            0.053427,                   0,                   3
            0.025351,             0.99251,            0.054857,             0.04548,            0.017121,            0.010074,            0.085416,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.004858,                   0,                   0,            0.072669,                   0,                   0,                   0,                   0,            0.062233,                   0,                   0,            0.045054,            0.088891,                   3
            0.024147,             0.99421,             0.06141,            0.050483,             0.01707,           0.0099506,            0.085147,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.084095,            0.060223,            0.078482,            0.041844,                   0,            0.016851,                   0,               0.001,                   0,                   0,                   0,            0.082728,             0.05389,                   3
            0.023708,             0.99596,            0.061863,             0.05083,            0.016399,           0.0090879,            0.085034,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.44167,            0.017431,            0.086554,            0.035493,                   0,                   0,                   0,             0.12134,             0.34392,                   0,            0.073541,                   0,                   3
            0.024093,             0.99246,            0.059072,            0.049575,            0.017952,           0.0097262,            0.085256,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.49069,                   0,            0.085901,            0.022323,                   0,                   0,                   0,             0.17133,                   0,            0.011444,            0.089916,                   0,                   3
            0.024775,             0.99182,            0.058351,            0.047426,            0.018627,            0.010338,            0.085303,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.089299,           0.0015538,             0.07268,                   0,                   0,                   0,                   0,                   0,             0.14205,                   0,                   0,            0.046413,                   0,                   3
            0.024254,             0.99248,            0.063384,            0.051464,            0.017999,            0.011386,            0.085199,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,           0.0015538,            0.046586,            0.041626,            0.012703,            0.057739,                   0,                   0,            0.079852,                   0,            0.017643,            0.046413,            0.056548,                   3
            0.023561,             0.99488,            0.061201,            0.049699,            0.017514,           0.0096944,            0.085218,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.49069,                   0,            0.070191,            0.088912,                   0,                   0,                   0,                   0,             0.16426,           0.0075644,                   0,            0.028331,                   3
            0.024686,             0.99718,            0.061719,            0.049079,            0.017975,            0.010314,            0.085091,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.49069,            0.019825,              0.1654,            0.044386,                   0,                   0,                   0,            0.080007,                   0,                   0,            0.089621,            0.089381,                   3
            0.023895,             0.99534,            0.060308,            0.050531,            0.016195,           0.0090237,            0.085105,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.49069,                   0,            0.094283,            0.044386,            0.010474,                   0,                   0,            0.080007,            0.070505,                   0,                   0,                   0,                   3
            0.023042,              0.9871,            0.055192,            0.041492,            0.019389,            0.011005,            0.085265,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.052395,             0.15507,                   0,             0.07099,            0.086414,            0.010474,                   0,                   0,                   0,            0.090178,                   0,                   0,            0.028331,                   3
            0.023857,             0.99218,            0.059437,            0.049641,            0.016829,           0.0092525,            0.085176,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.032818,            0.060223,            0.030689,            0.052572,            0.074807,            0.065713,                   0,                   0,             0.12134,             0.40932,                   0,            0.073541,                   0,                   3
            0.024981,             0.98886,            0.054658,            0.044693,             0.01713,           0.0095908,            0.085298,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.089299,           0.0015538,             0.02606,            0.041626,            0.096057,                   0,                   0,                   0,            0.098654,                   0,           0.0083913,           0.0061754,                   0,                   3
            0.025602,             0.99221,            0.058456,            0.049083,            0.017929,            0.011099,            0.085411,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                 0.1,                   0,                   0,             0.11153,                   0,            0.010474,                   0,                   0,                   0,            0.090178,                   0,            0.092518,                   0,                   3
            0.025051,             0.99117,            0.058981,            0.047548,            0.019673,            0.010887,            0.085265,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.092705,                   0,                   0,             0.12541,                   0,            0.010474,                   0,                   0,                   0,            0.090178,                   0,            0.087457,            0.028331,                   3
            0.024932,             0.99059,            0.056855,            0.046332,            0.017779,            0.010549,            0.085209,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.092705,                   0,                   0,             0.12541,                   0,                   0,                   0,                   0,            0.017619,            0.019673,                   0,            0.045902,            0.057191,                   3
            0.023429,             0.98968,            0.056994,            0.047132,            0.017324,           0.0097771,            0.085218,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.54936,            0.078482,            0.086554,                   0,            0.016851,                   0,                   0,            0.080007,                   0,                   0,              0.1609,                   0,                   3
            0.023144,              0.9928,            0.054876,            0.043899,            0.020363,            0.011976,            0.085256,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,            0.047793,              0.4323,            0.010578,              0.1143,                   0,            0.035383,                   0,                   0,            0.017619,            0.019673,            0.017643,            0.047261,             0.02432,                   3
            0.022159,              0.9961,               0.061,            0.051678,            0.015979,           0.0092119,            0.085114,               0.001,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,                   0,             0.44375,                   0,             0.10833,            0.044386,            0.092484,            0.013224,                   0,            0.062894,            0.062071,            0.033487,             0.12057,                   0,                   3
